type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,7,506,6243,06243.csv,,,,1.5641128821522583
discharge,[2008.       5.      21.       6.      24.      27.281],24,7,508,6245,06245.csv,1.4566952670489708,,,1.487056822954678
charge,[2008.       5.      21.       7.      45.      45.343],24,7,510,6247,06247.csv,,,,1.5576164760554316
discharge,[2008.       5.      21.      11.      18.       6.015],24,7,512,6249,06249.csv,1.451354972758956,,,1.4821168643777414
charge,[2008.       5.      21.      12.      39.      25.421],24,7,514,6251,06251.csv,,,,1.5525726842540188
discharge,[2008.       5.      21.      16.      10.      21.203],24,7,516,6253,06253.csv,1.451615926257375,,,1.4821007748622077
charge,[2008.       5.      21.      17.      31.      40.671],24,7,518,6255,06255.csv,,,,1.552529224838344
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,7,520,6257,06257.csv,1.4468161332173683,,,1.477523782321782
charge,[2008.       5.      21.      22.      23.      21.421],24,7,522,6259,06259.csv,,,,1.5488734120124708
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,7,524,6261,06261.csv,1.4467570607768785,,,1.4774838273267323
charge,[2008.       5.      22.       3.       4.      11.015],24,7,526,6263,06263.csv,,,,1.5473180571391056
discharge,[2008.       5.      22.       6.      32.      40.921],24,7,528,6265,06265.csv,1.4413797481446793,,,1.4719338414922734
charge,[2008.       5.      22.       7.      53.      42.703],24,7,530,6267,06267.csv,,,,1.542324677245166
discharge,[2008.       5.      22.      11.      23.      22.187],24,7,532,6269,06269.csv,1.4362456252208178,,,1.4666910750811255
charge,[2008.       5.      22.      12.      44.      24.687],24,7,534,6271,06271.csv,,,,1.53519537852637
discharge,[2008.      5.     22.     16.     17.     58.89],24,7,536,6273,06273.csv,1.4368154153924828,,,1.4673300177419055
charge,[2008.       5.      22.      17.      39.       2.953],24,7,538,6275,06275.csv,,,,1.5388823130010647
discharge,[2008.       5.      22.      20.      59.      50.203],24,7,540,6277,06277.csv,1.4362945145860047,,,1.4669192601240308
charge,[2008.      5.     22.     22.     20.     44.39],24,7,542,6279,06279.csv,,,,1.5329333288009546
discharge,[2008.       5.      23.      12.      13.      16.359],24,7,544,6281,06281.csv,1.4418575315878015,,,1.4724199333397716
charge,[2008.       5.      23.      17.      12.      57.796],24,7,546,6283,06283.csv,,,,1.5442577748559132
discharge,[2008.       5.      23.      20.      14.      29.875],24,7,547,6284,06284.csv,1.4672063484781797,,,1.4923074133295078
charge,[2.008e+03 5.000e+00 2.300e+01 2.100e+01 3.600e+01 7.500e-01],24,7,549,6286,06286.csv,,,,1.565406552071933
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,7,551,6288,06288.csv,1.4518640367848885,,,1.4821973141639162
charge,[2.0080e+03 5.0000e+00 2.4000e+01 2.0000e+00 3.0000e+01 3.4593e+01],24,7,553,6290,06290.csv,,,,1.5535231725529186
discharge,[2008.       5.      24.       6.       0.      20.156],24,7,555,6292,06292.csv,1.4471379752748499,,,1.4722658539738778
charge,[2008.      5.     24.      7.     21.     25.14],24,7,557,6294,06294.csv,,,,1.5443549092795712
discharge,[2008.       5.      24.      10.      42.      50.484],24,7,559,6296,06296.csv,1.441790586562399,,,1.4671439156865338
charge,[2008.       5.      24.      12.       3.      55.937],24,7,561,6298,06298.csv,,,,1.5360734049909668
discharge,[2008.       5.      24.      15.      31.      10.593],24,7,563,6300,06300.csv,1.431630947911111,,,1.462483545637873
charge,[2008.       5.      24.      16.      52.       7.875],24,7,565,6302,06302.csv,,,,1.5304928612724757
discharge,[2008.       5.      24.      20.      21.      13.437],24,7,567,6304,06304.csv,1.4318084249673686,,,1.4623714039082687
charge,[2008.      5.     24.     21.     42.     10.75],24,7,569,6306,06306.csv,,,,1.5330682596445617
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,7,571,6308,06308.csv,1.4262562585106868,,,1.4567414879803702
charge,[2.008e+03 5.000e+00 2.500e+01 2.000e+00 2.700e+01 3.725e+01],24,7,573,6310,06310.csv,,,,1.5242989408867424
discharge,[2008.      5.     25.      5.     57.     17.89],24,7,575,6312,06312.csv,1.4260877528924913,,,1.4515944579733335
charge,[2008.       5.      25.       7.      18.       6.015],24,7,577,6314,06314.csv,,,,1.5180254639979078
discharge,[2008.       5.      25.      10.      51.      37.015],24,7,579,6316,06316.csv,1.4212633510031694,,,1.4518478692560388
charge,[2008.       5.      25.      12.      12.      16.578],24,7,581,6318,06318.csv,,,,1.5203705543355348
discharge,[2008.      5.     25.     15.     37.      8.89],24,7,583,6320,06320.csv,1.4163272748795108,,,1.4470444788257153
charge,[2008.       5.      25.      16.      57.      49.359],24,7,585,6322,06322.csv,,,,1.5143126938074631
discharge,[2008.       5.      25.      20.      23.       4.453],24,7,587,6324,06324.csv,1.4165781829175994,,,1.4472189951834455
charge,[2008.       5.      25.      21.      43.      40.953],24,7,589,6326,06326.csv,,,,1.5152240594778277
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,7,591,6328,06328.csv,1.4108401729425177,,,1.4415859630173375
charge,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 3.3000e+01 3.9031e+01],24,7,593,6330,06330.csv,,,,1.508880217616486
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,7,595,6332,06332.csv,1.4109949628347804,,,1.4417948717403055
charge,[2008.       5.      26.       7.      21.      44.953],24,7,597,6334,06334.csv,,,,1.5067233342168427
discharge,[2008.       5.      26.      10.      44.      38.468],24,7,599,6336,06336.csv,1.4061714290398801,,,1.4369629761223341
charge,[2008.       5.      26.      12.       5.       7.078],24,7,601,6338,06338.csv,,,,1.50462785113025
discharge,[2008.       5.      26.      15.      30.      43.968],24,7,603,6340,06340.csv,1.4063358479692922,,,1.4369614085634117
charge,[2008.       5.      26.      16.      51.      13.375],24,7,605,6342,06342.csv,,,,1.5027164546572385
discharge,[2008.       5.      26.      20.      21.       4.921],24,7,607,6344,06344.csv,1.4004552399066514,,,1.4312754936363636
charge,[2008.       5.      26.      21.      41.      33.468],24,7,609,6346,06346.csv,,,,1.498954964209861
discharge,[2008.       5.      27.      15.      52.      41.359],24,7,611,6348,06348.csv,1.4217865046055154,,,1.4522309837673377
charge,[2008.       5.      27.      17.      53.      59.765],24,7,612,6349,06349.csv,,,,1.5294046726858121
discharge,[2008.       5.      27.      20.      45.      42.125],24,7,613,6350,06350.csv,1.4324552720625434,,,1.4624552598166667
charge,[2008.      7.      7.     12.     26.     45.75],24,18,0,6353,06353.csv,,,,0.8040674881845803
discharge,[2008.       7.       7.      15.      15.      28.875],24,18,2,6355,06355.csv,1.8550045207910817,,,1.8551763912011232
charge,[2008.      7.      7.     18.     20.     14.25],24,18,4,6357,06357.csv,,,,1.993450402406525
discharge,[2008.       7.       7.      21.      53.       6.125],24,18,6,6359,06359.csv,1.8431955317089987,,,1.8440774664050028
charge,[2008.       7.       7.      23.      23.      14.531],24,18,8,6361,06361.csv,,,,1.9878206196377537
discharge,[2.008e+03 7.000e+00 8.000e+00 2.000e+00 5.600e+01 8.453e+00],24,18,10,6363,06363.csv,1.8396018424355423,,,1.8405001084536001
charge,[2008.       7.       8.       4.      26.       2.109],24,18,12,6365,06365.csv,,,,1.9728201785575443
discharge,[2008.       7.       8.       7.      58.      55.953],24,18,14,6367,06367.csv,1.8306736044962053,,,1.8317537409564943
charge,[2008.       7.       8.      15.      56.      37.562],24,18,16,6369,06369.csv,,,,1.957298991431206
discharge,[2008.       7.       8.      18.      57.      48.968],24,18,17,6370,06370.csv,1.8327002069419656,,,1.8333766729673573
charge,[2008.       7.       8.      19.      56.       7.281],24,18,18,6371,06371.csv,,,,1.9540270973870615
discharge,[2008.       7.       8.      22.      57.      17.203],24,18,19,6372,06372.csv,1.8285288846046388,,,1.8295230670085463
charge,[2008.       7.       8.      23.      55.      29.781],24,18,20,6373,06373.csv,,,,1.9533394642417066
discharge,[2.0080e+03 7.0000e+00 9.0000e+00 2.0000e+00 5.6000e+01 4.1281e+01],24,18,21,6374,06374.csv,1.8212011895697924,,,1.8169186502413792
charge,[2008.       7.       9.       3.      54.      41.859],24,18,22,6375,06375.csv,,,,1.9344492007210317
discharge,[2008.       7.       9.       6.      55.      54.875],24,18,23,6376,06376.csv,1.8151700106433282,,,1.8105878429951687
charge,[2008.      7.      9.      7.     53.     44.89],24,18,24,6377,06377.csv,,,,1.9272604796757573
discharge,[2008.       7.       9.      11.      26.      41.906],24,18,26,6379,06379.csv,1.8042980520967649,,,1.8055629240545805
charge,[2008.       7.      10.      13.      33.      27.984],24,18,28,6381,06381.csv,,,,1.9214891446802966
discharge,[2008.       7.      10.      16.      34.      39.859],24,18,29,6382,06382.csv,1.8231002302844226,,,1.824021893971493
charge,[2008.       7.      10.      17.      32.      45.796],24,18,30,6383,06383.csv,,,,1.936768614570573
discharge,[2008.       7.      10.      20.      33.      58.031],24,18,31,6384,06384.csv,1.8121253520255494,,,1.8135270856499996
charge,[2008.       7.      10.      21.      31.      56.171],24,18,32,6385,06385.csv,,,,1.9161183430102435
discharge,[2008.       7.      11.       0.      30.      25.484],24,18,33,6386,06386.csv,1.8046916382117766,,,1.8007374493623471
charge,[2.0080e+03 7.0000e+00 1.1000e+01 1.0000e+00 2.8000e+01 1.1828e+01],24,18,34,6387,06387.csv,,,,1.9094228986506911
discharge,[2008.       7.      11.       4.      28.      49.531],24,18,35,6388,06388.csv,1.790844349786295,,,1.7872611899560877
charge,[2008.       7.      11.       5.      26.      22.734],24,18,36,6389,06389.csv,,,,1.8908427288996357
discharge,[2008.       7.      11.       8.      59.       8.656],24,18,38,6391,06391.csv,1.783470722841926,,,1.7797682322687143
charge,[2008.       7.      11.      11.      25.      49.812],24,18,40,6393,06393.csv,,,,1.885122950093458
discharge,[2008.      7.     11.     14.     27.      5.64],24,18,41,6394,06394.csv,1.7809386125310702,,,1.7824664558611107
charge,[2008.       7.      11.      15.      24.      31.562],24,18,42,6395,06395.csv,,,,1.8831082381245767
discharge,[2008.       7.      11.      18.      25.      27.593],24,18,43,6396,06396.csv,1.771209039672698,,,1.7731242865817192
charge,[2008.       7.      11.      19.      22.      48.406],24,18,44,6397,06397.csv,,,,1.8750028399642071
discharge,[2008.       7.      11.      22.      22.       5.406],24,18,45,6398,06398.csv,1.7686303996707076,,,1.765224820530769
charge,[2008.       7.      11.      23.      19.      12.921],24,18,46,6399,06399.csv,,,,1.8498673589322807
discharge,[2.0080e+03 7.0000e+00 1.2000e+01 2.0000e+00 1.8000e+01 1.1125e+01],24,18,47,6400,06400.csv,1.7536304801917124,,,1.7509273331785347
charge,[2008.       7.      12.       3.      15.      14.546],24,18,48,6401,06401.csv,,,,1.8444994607204055
discharge,[2008.       7.      12.       6.      45.      43.859],24,18,50,6403,06403.csv,1.7462197416415093,,,1.7434707069984376
charge,[2008.       7.      12.       8.      14.      20.437],24,18,52,6405,06405.csv,,,,1.8386754945112178
discharge,[2008.       7.      12.      11.      15.      36.812],24,18,53,6406,06406.csv,1.7376647337053737,,,1.7405320088117764
charge,[2008.       7.      12.      12.      12.      13.593],24,18,54,6407,06407.csv,,,,1.8289384252395806
discharge,[2008.       7.      12.      15.      13.      28.609],24,18,55,6408,06408.csv,1.7315166735475835,,,1.7284688010417992
charge,[2008.      7.     12.     16.      9.     54.75],24,18,56,6409,06409.csv,,,,1.8001442504051863
discharge,[2008.       7.      12.      18.      52.      45.109],24,18,57,6410,06410.csv,1.7085949894470602,,,1.7124371027515926
charge,[2008.       7.      12.      19.      49.      15.046],24,18,58,6411,06411.csv,,,,1.8040030618372216
discharge,[2008.       7.      12.      22.      50.      29.984],24,18,59,6412,06412.csv,1.711469957068211,,,1.7088410771468379
charge,[2008.       7.      12.      23.      46.      44.031],24,18,60,6413,06413.csv,,,,1.7980081515331268
discharge,[2008.       7.      13.       3.      19.       5.703],24,18,62,6415,06415.csv,1.7075021373272627,,,1.705078234729234
charge,[2008.       7.      14.      10.       7.       5.203],24,18,64,6417,06417.csv,,,,1.7768741717080514
discharge,[2008.     7.    14.    13.     8.    20.5],24,18,65,6418,06418.csv,1.7492382064360228,,,1.74568146767183
charge,[2008.       7.      14.      14.       5.      10.625],24,18,66,6419,06419.csv,,,,1.8346587908144498
discharge,[2008.       7.      14.      17.       3.      45.625],24,18,67,6420,06420.csv,1.7327697147429955,,,1.7350865936795692
charge,[2008.       7.      14.      18.       0.      28.328],24,18,68,6421,06421.csv,,,,1.8173645847979005
discharge,[2008.       7.      14.      20.      57.      32.609],24,18,69,6422,06422.csv,1.7222313328292376,,,1.7193836041363633
charge,[2008.       7.      14.      21.      54.       9.625],24,18,70,6423,06423.csv,,,,1.7986821428571427
discharge,[2008.       7.      15.       0.      49.      58.484],24,18,71,6424,06424.csv,1.711846298984729,,,1.7091295479669568
charge,[2.0080e+03 7.0000e+00 1.5000e+01 1.0000e+00 4.6000e+01 2.9156e+01],24,18,72,6425,06425.csv,,,,1.7895055885221058
discharge,[2008.      7.     15.      5.     14.     47.25],24,18,74,6427,06427.csv,1.699267835126687,,,1.7032150148137795
charge,[2008.       7.      15.       6.      42.      54.687],24,18,76,6429,06429.csv,,,,1.7837055316937558
discharge,[2008.       7.      15.       9.      43.      28.937],24,18,77,6430,06430.csv,1.6940366439243106,,,1.6919651098233994
charge,[2008.      7.     15.     10.     39.     41.75],24,18,78,6431,06431.csv,,,,1.771227288621509
discharge,[2008.      7.     15.     13.     36.     47.89],24,18,79,6432,06432.csv,1.6819027078768087,,,1.6799450120077775
charge,[2008.       7.      15.      14.      32.      50.812],24,18,80,6433,06433.csv,,,,1.7525315802421506
discharge,[2008.       7.      15.      17.      29.      47.765],24,18,81,6434,06434.csv,1.6769770618433686,,,1.6748212281832586
charge,[2008.       7.      15.      18.      25.      42.703],24,18,82,6435,06435.csv,,,,1.7443027757834877
discharge,[2008.      7.     15.     21.     21.     30.39],24,18,83,6436,06436.csv,1.6655229306478936,,,1.6635455120157656
charge,[2008.       7.      15.      22.      17.      17.343],24,18,84,6437,06437.csv,,,,1.7379534094476197
discharge,[2.008e+03 7.000e+00 1.600e+01 1.000e+00 4.500e+01 1.339e+01],24,18,86,6439,06439.csv,1.6571924575832084,,,1.655925733360452
charge,[2008.       7.      16.       3.      12.      45.734],24,18,88,6441,06441.csv,,,,1.7288839883040936
discharge,[2008.      7.     16.      6.     12.     34.39],24,18,89,6442,06442.csv,1.6482241555294048,,,1.6526925915015223
charge,[2008.       7.      16.       7.       8.       4.625],24,18,90,6443,06443.csv,,,,1.7216603162743829
discharge,[2008.       7.      16.      10.       5.      40.718],24,18,91,6444,06444.csv,1.6387701497987262,,,1.6434003200662315
charge,[2.008e+03 7.000e+00 1.600e+01 1.100e+01 1.000e+00 5.390e+00],24,18,92,6445,06445.csv,,,,1.7070376649894605
discharge,[2008.       7.      16.      13.      57.      42.468],24,18,93,6446,06446.csv,1.6276486907262062,,,1.6261969768342943
charge,[2.008e+03 7.000e+00 1.600e+01 1.400e+01 5.300e+01 3.750e-01],24,18,94,6447,06447.csv,,,,1.7017205070597299
discharge,[2008.       7.      16.      17.      51.      36.078],24,18,95,6448,06448.csv,1.62215370227252,,,1.6269523876666663
charge,[2008.       7.      16.      18.      46.      45.562],24,18,96,6449,06449.csv,,,,1.6884481571681549
discharge,[2008.       7.      16.      22.      13.      57.593],24,18,98,6451,06451.csv,1.6140066510467586,,,1.6190998845314686
charge,[2008.       7.      18.      14.      26.      49.046],24,18,100,6453,06453.csv,,,,1.6770366542904325
discharge,[2008.       7.      18.      17.      28.      12.125],24,18,101,6454,06454.csv,1.6760516154424623,,,1.6795798766878858
charge,[2008.       7.      18.      18.      23.      50.796],24,18,102,6455,06455.csv,,,,1.74301642125
discharge,[2008.       7.      18.      21.      19.      44.421],24,18,103,6456,06456.csv,1.649300642552199,,,1.6475141239254083
charge,[2008.       7.      18.      22.      15.      11.625],24,18,104,6457,06457.csv,,,,1.7223623970716684
discharge,[2.008e+03 7.000e+00 1.900e+01 1.000e+00 1.000e+01 7.046e+00],24,18,105,6458,06458.csv,1.63238299185809,,,1.6372110557027875
charge,[2.008e+03 7.000e+00 1.900e+01 2.000e+00 5.000e+00 1.739e+01],24,18,106,6459,06459.csv,,,,1.6991095772779565
discharge,[2.008e+03 7.000e+00 1.900e+01 5.000e+00 1.000e+00 4.953e+00],24,18,107,6460,06460.csv,1.6164159719025777,,,1.621620711262159
charge,[2008.       7.      19.       5.      55.      59.421],24,18,108,6461,06461.csv,,,,1.6881321987191356
discharge,[2008.       7.      19.       9.      25.      29.875],24,18,110,6463,06463.csv,1.6109028378249377,,,1.6099939954283156
charge,[2008.      7.     19.     10.     52.      5.14],24,18,112,6465,06465.csv,,,,1.6671347825192442
discharge,[2.008e+03 7.000e+00 1.900e+01 1.300e+01 5.300e+01 7.500e-01],24,18,113,6466,06466.csv,1.5954638693695657,,,1.6005845427697554
charge,[2008.       7.      19.      14.      47.      30.984],24,18,114,6467,06467.csv,,,,1.4888218038771401
discharge,[2008.       7.      29.      18.      34.      27.281],24,18,116,6469,06469.csv,1.726707440085764,,,1.7299904739756364
charge,[2008.       7.      29.      19.      30.      58.062],24,18,117,6470,06470.csv,,,,1.809241069722222
discharge,[2008.     7.    29.    22.    21.    53.5],24,18,118,6471,06471.csv,1.7165673917429753,,,1.7140863419835939
charge,[2008.      7.     29.     23.     18.      7.89],24,18,119,6472,06472.csv,,,,1.7921248870289748
discharge,[2.0080e+03 7.0000e+00 3.0000e+01 2.0000e+00 9.0000e+00 4.8828e+01],24,18,120,6473,06473.csv,1.6958235570934848,,,1.6933818515254235
charge,[2008.       7.      30.       3.       5.      37.578],24,18,121,6474,06474.csv,,,,1.7632783146731954
discharge,[2008.       7.      30.       5.      57.       2.328],24,18,122,6475,06475.csv,1.6777783190792557,,,1.6756255526143455
charge,[2008.       7.      30.       6.      52.      31.234],24,18,123,6476,06476.csv,,,,1.740013136822261
discharge,[2008.       7.      30.       9.      52.      21.281],24,18,124,6477,06477.csv,1.6606586897774192,,,1.6585655758467432
charge,[2008.       7.      30.      16.      34.      24.156],24,18,126,6479,06479.csv,,,,1.724667414903012
discharge,[2008.       7.      30.      19.      28.       7.671],24,18,127,6480,06480.csv,1.6664109274827466,,,1.6641113769206073
charge,[2008.       7.      30.      20.      23.      41.734],24,18,128,6481,06481.csv,,,,1.7344000083938445
discharge,[2008.       7.      30.      23.      16.      54.218],24,18,129,6482,06482.csv,1.6468336174407805,,,1.6510485817307692
charge,[2008.       7.      31.       0.      11.      53.156],24,18,130,6483,06483.csv,,,,1.7055289685421593
discharge,[2.0080e+03 7.0000e+00 3.1000e+01 2.0000e+00 4.6000e+01 1.8031e+01],24,18,131,6484,06484.csv,1.6257639928779952,,,1.6245180620598594
charge,[2008.       7.      31.       3.      41.       3.687],24,18,132,6485,06485.csv,,,,1.6858827299926267
discharge,[2008.       7.      31.       6.      15.      17.843],24,18,133,6486,06486.csv,1.6121577411874595,,,1.6172307285025702
charge,[2008.       7.      31.       7.       9.      40.171],24,18,134,6487,06487.csv,,,,1.6853569336287015
discharge,[2008.       7.      31.      10.      10.      14.359],24,18,135,6488,06488.csv,1.6057366823755344,,,1.6105394600257934
charge,[2008.       7.      31.      15.      20.      13.937],24,18,137,6490,06490.csv,,,,1.640653920507878
discharge,[2.0080e+03 8.0000e+00 1.0000e+00 1.7000e+01 4.6000e+01 3.3109e+01],24,18,140,6493,06493.csv,1.673645314879889,,,1.6690278970402226
charge,[2.0080e+03 8.0000e+00 1.0000e+00 1.8000e+01 4.1000e+01 5.9718e+01],24,18,141,6494,06494.csv,,,,1.7237738447939543
discharge,[2.0080e+03 8.0000e+00 1.0000e+00 2.1000e+01 3.2000e+01 1.2937e+01],24,18,142,6495,06495.csv,1.6404348572349936,,,1.638357954627041
charge,[2.0080e+03 8.0000e+00 1.0000e+00 2.2000e+01 2.6000e+01 5.2171e+01],24,18,143,6496,06496.csv,,,,1.6947152657700932
discharge,[2.008e+03 8.000e+00 2.000e+00 1.000e+00 1.700e+01 9.625e+00],24,18,144,6497,06497.csv,1.6132653317422077,,,1.6175533072512078
charge,[2.0080e+03 8.0000e+00 2.0000e+00 2.0000e+00 1.1000e+01 2.3781e+01],24,18,145,6498,06498.csv,,,,1.66851205112887
discharge,[2.0080e+03 8.0000e+00 2.0000e+00 5.0000e+00 3.0000e+00 5.5921e+01],24,18,146,6499,06499.csv,1.5920964324686278,,,1.5966285486452991
charge,[2.008e+03 8.000e+00 2.000e+00 5.000e+00 5.700e+01 4.489e+01],24,18,147,6500,06500.csv,,,,1.658533060239808
discharge,[2.0080e+03 8.0000e+00 2.0000e+00 9.0000e+00 2.6000e+01 5.1375e+01],24,18,149,6502,06502.csv,1.5866011820698824,,,1.584823799597786
charge,[2.0080e+03 8.0000e+00 2.0000e+00 1.0000e+01 5.6000e+01 2.0062e+01],24,18,151,6504,06504.csv,,,,1.6430577840677305
discharge,[2.008e+03 8.000e+00 2.000e+00 1.300e+01 5.500e+01 3.296e+00],24,18,152,6505,06505.csv,1.5800766490336253,,,1.5783052434204872
charge,[2.0080e+03 8.0000e+00 2.0000e+00 1.4000e+01 4.8000e+01 3.3312e+01],24,18,153,6506,06506.csv,,,,1.6301588237798537
discharge,[2.0080e+03 8.0000e+00 2.0000e+00 1.7000e+01 4.1000e+01 5.9359e+01],24,18,154,6507,06507.csv,1.5641732953289167,,,1.5691183169943819
charge,[2.0080e+03 8.0000e+00 2.0000e+00 1.8000e+01 3.5000e+01 1.3718e+01],24,18,155,6508,06508.csv,,,,1.6194594259396105
discharge,[2.0080e+03 8.0000e+00 2.0000e+00 2.1000e+01 2.9000e+01 2.4406e+01],24,18,156,6509,06509.csv,1.555618272193922,,,1.5543200317085955
charge,[2.0080e+03 8.0000e+00 2.0000e+00 2.2000e+01 2.2000e+01 2.4875e+01],24,18,157,6510,06510.csv,,,,1.6069371296934074
discharge,[2.008e+03 8.000e+00 3.000e+00 1.000e+00 1.600e+01 7.078e+00],24,18,158,6511,06511.csv,1.5402045278637397,,,1.5457787416316013
charge,[2.0080e+03 8.0000e+00 3.0000e+00 2.0000e+00 8.0000e+00 5.3062e+01],24,18,159,6512,06512.csv,,,,1.595782462195924
discharge,[2008.       8.       3.       5.      39.      11.953],24,18,161,6514,06514.csv,1.5321613015959863,,,1.5373114702784165
charge,[2008.      8.      3.      7.      7.     32.14],24,18,163,6516,06516.csv,,,,1.588055887485646
discharge,[2008.       8.       3.      10.       8.      42.828],24,18,164,6517,06517.csv,1.5316232403693415,,,1.536687412409481
charge,[2.008e+03 8.000e+00 3.000e+00 1.100e+01 1.000e+00 3.031e+00],24,18,165,6518,06518.csv,,,,1.5872544747985662
discharge,[2008.       8.       3.      13.      54.      25.093],24,18,166,6519,06519.csv,1.5222595950771978,,,1.5209289309433636
charge,[2008.       8.       3.      14.      46.      29.593],24,18,167,6520,06520.csv,,,,1.56139779566761
discharge,[2008.      8.      3.     17.     42.     28.75],24,18,168,6521,06521.csv,1.5065267126851283,,,1.5119977620442708
charge,[2008.       8.       3.      18.      34.      29.984],24,18,169,6522,06522.csv,,,,1.5634546278767496
discharge,[2008.       8.       3.      21.      26.      49.765],24,18,170,6523,06523.csv,1.5014219556532926,,,1.5066680072246377
charge,[2008.       8.       3.      22.      18.      31.312],24,18,171,6524,06524.csv,,,,1.560881525913987
discharge,[2.008e+03 8.000e+00 4.000e+00 1.000e+00 4.800e+01 4.289e+01],24,18,173,6526,06526.csv,1.4963534117486457,,,1.5018336666666667
charge,[2008.       8.       4.      14.       9.       7.859],24,18,175,6528,06528.csv,,,,1.5445373911068014
discharge,[2008.       8.       4.      17.       8.      25.328],24,18,176,6529,06529.csv,1.5334262000312422,,,1.5382811888457515
charge,[2008.       8.       4.      18.       0.      55.828],24,18,177,6530,06530.csv,,,,1.592602070352702
discharge,[2008.       8.       4.      20.      55.      13.796],24,18,178,6531,06531.csv,1.523845267514426,,,1.5218821489898993
charge,[2008.       8.       4.      21.      47.      14.953],24,18,179,6532,06532.csv,,,,1.5637882583683973
discharge,[2008.       8.       5.       0.      41.      24.609],24,18,180,6533,06533.csv,1.5011920994261239,,,1.506131728600044
charge,[2.0080e+03 8.0000e+00 5.0000e+00 1.0000e+00 3.3000e+01 1.0312e+01],24,18,181,6534,06534.csv,,,,1.5575539948894987
discharge,[2008.       8.       5.       4.      27.      50.953],24,18,182,6535,06535.csv,1.492417671450291,,,1.4977727965194112
charge,[2008.       8.       5.       5.      19.      22.859],24,18,183,6536,06536.csv,,,,1.5453385953096537
discharge,[2008.      8.      5.      8.     23.     48.25],24,18,184,6537,06537.csv,1.483323851940123,,,1.4887718342935217
charge,[2008.       8.       5.       9.      50.      52.046],24,18,186,6539,06539.csv,,,,1.5323124174349092
discharge,[2008.       8.       5.      12.      50.      42.531],24,18,187,6540,06540.csv,1.4807376792294196,,,1.485813579360544
charge,[2008.       8.       5.      13.      41.      40.625],24,18,188,6541,06541.csv,,,,1.5286251631234467
discharge,[2008.       8.       5.      16.      36.      12.671],24,18,189,6542,06542.csv,1.4735077809902477,,,1.4718030305096017
charge,[2008.       8.       5.      17.      26.      58.796],24,18,190,6543,06543.csv,,,,1.5194832993174519
discharge,[2008.       8.       5.      20.      21.      46.906],24,18,191,6544,06544.csv,1.46801928526661,,,1.4732387599896695
charge,[2008.       8.       5.      21.      12.      24.031],24,18,192,6545,06545.csv,,,,1.5145296763252472
discharge,[2008.       8.       6.       0.       6.      53.156],24,18,193,6546,06546.csv,1.4580923557119019,,,1.4636059600046103
charge,[2008.       8.       6.       0.      57.      26.078],24,18,194,6547,06547.csv,,,,1.5015116094959633
discharge,[2008.       8.       6.       4.      27.      52.921],24,18,196,6549,06549.csv,1.4478660988891399,,,1.453526805974895
charge,[2008.       8.       6.       5.      53.      58.484],24,18,198,6551,06551.csv,,,,1.4960805191590962
discharge,[2008.       8.       6.       8.      55.      24.593],24,18,199,6552,06552.csv,1.4527808777541982,,,1.458181538955882
charge,[2008.       8.       6.       9.      45.      37.468],24,18,200,6553,06553.csv,,,,1.4956023489973937
discharge,[2008.       8.       6.      12.      40.      42.031],24,18,201,6554,06554.csv,1.4425356364492432,,,1.4409201800847455
charge,[2008.       8.       6.      13.      30.      36.734],24,18,202,6555,06555.csv,,,,1.4857892747030912
discharge,[2008.       8.       6.      16.      25.      32.093],24,18,203,6556,06556.csv,1.4392712877203313,,,1.4378330896276592
charge,[2008.       8.       6.      17.      15.      22.078],24,18,204,6557,06557.csv,,,,1.478799307381836
discharge,[2008.       8.       6.      20.       9.      11.453],24,18,205,6558,06558.csv,1.4286475681888218,,,1.4341147090379864
charge,[2008.       8.       6.      20.      58.      55.781],24,18,206,6559,06559.csv,,,,1.4752481479886135
discharge,[2008.       8.       7.       0.      27.      39.046],24,18,208,6561,06561.csv,1.4249026750004896,,,1.4239328266931326
charge,[2008.       8.       7.      16.      13.       2.546],24,18,210,6563,06563.csv,,,,1.4531802111432717
discharge,[2008.       8.       7.      19.       5.      53.109],24,18,211,6564,06564.csv,1.4698115324524124,,,1.4751123109205344
charge,[2008.       8.       7.      19.      56.      43.171],24,18,212,6565,06565.csv,,,,1.524723541451158
discharge,[2008.       8.       7.      22.      50.      51.859],24,18,213,6566,06566.csv,1.4525819651050202,,,1.4579403549437322
charge,[2008.      8.      7.     23.     40.     59.14],24,18,214,6567,06567.csv,,,,1.5020068045981436
